# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for GENES ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 7 columns to be parsed properly
# do not modify the @ line
# column 'id' is mandatory, other columns are optional
# follow the max size limits
#
# columns description:
# column name        | description
# ---------------------------------------------
# name               | primary name/symbol of the gene
# alternate_name     | long name or full name of the gene
# aliases            | list of aliases, semi-colon separated values
# function           | text about the function, can describe multiple functions
# ec                 | EC code, semi-colon separated values
# catalytic_activity | text about the catalytic activity
#
@id	name	alternate_name	aliases	function	ec	catalytic_activity
ENSG00000180776	ZDHHC20	zinc finger DHHC-type containing 20	DHHC20; FLJ25952			
ENSG00000180815	MAP3K15	mitogen-activated protein kinase kinase kinase 15	ASK3; bA723P2.3; FLJ16518			
ENSG00000180817	PPA1	pyrophosphatase (inorganic) 1	IOPPP; PP; PP1; Ppase; SID6-8061			
ENSG00000180879	SSR4	signal sequence receptor subunit 4	TRAPD			
ENSG00000180917	CMTR2	cap methyltransferase 2	AFT; FLJ11171; FTSJD1; MTr2			
ENSG00000180953	ST20	suppressor of tumorigenicity 20	HCCS-1			
ENSG00000181019	NQO1	NAD(P)H quinone dehydrogenase 1	DHQU; DIA4; DTD; NMOR1; QR1			
ENSG00000181038	METTL23	methyltransferase like 23	C17orf95; LOC124512			
ENSG00000181045	SLC26A11	solute carrier family 26 member 11				
ENSG00000181085	MAPK15	mitogen-activated protein kinase 15	ERK7; ERK8			
ENSG00000181090	EHMT1	euchromatic histone lysine methyltransferase 1	bA188C12.1; EHMT1-IT1; Eu-HMTase1; FLJ12879; FLJ40292; KIAA1876; KMT1D			
ENSG00000181191	PJA1	praja ring finger ubiquitin ligase 1	FLJ11830; RNF70			
ENSG00000181192	DHTKD1	dehydrogenase E1 and transketolase domain containing 1	CMT2Q; DKFZP762M115; KIAA1630; MGC3090			
ENSG00000181222	POLR2A	RNA polymerase II subunit A	POLR2; POLRA; RPB1			
ENSG00000181409	AATK	apoptosis associated tyrosine kinase	AATYK; AATYK1; KIAA0641; LMR1; LMTK1; PPP1R77			
ENSG00000181523	SGSH	N-sulfoglucosamine sulfohydrolase	HSS; MPS3A; SFMD			
ENSG00000181555	SETD2	SET domain containing 2	FLJ23184; HIF-1; HYPB; KIAA1732; KMT3A			
ENSG00000181652	ATG9B	autophagy related 9B	APG9L2; FLJ14885; NOS3AS; SONE			
ENSG00000181788	SIAH2	siah E3 ubiquitin protein ligase 2				
ENSG00000181789	COPG1	coatomer protein complex subunit gamma 1	COPG			
ENSG00000181804	SLC9A9	solute carrier family 9 member A9	FLJ35613; NHE9			
ENSG00000181830	SLC35C1	solute carrier family 35 member C1	FLJ11320; FUCT1			
ENSG00000181852	RNF41	ring finger protein 41	NRDP1; SBBI03			
ENSG00000181856	SLC2A4	solute carrier family 2 member 4	GLUT4			
ENSG00000181867	FTMT	ferritin mitochondrial	MtF			
ENSG00000181915	ADO	2-aminoethanethiol dioxygenase	C10orf22; FLJ14547			
ENSG00000182022	CHST15	carbohydrate sulfotransferase 15	BRAG; GALNAC4S-6ST; KIAA0598			
ENSG00000182050	MGAT4C	MGAT4 family member C	HGNT-IV-H			
ENSG00000182054	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial				
ENSG00000182156	ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7	alk-SMase; NPP7			
ENSG00000182179	UBA7	ubiquitin like modifier activating enzyme 7	D8; UBA1B; UBE1L; UBE2			
ENSG00000182197	EXT1	exostosin glycosyltransferase 1	LGCR; LGS; ttv			
ENSG00000182199	SHMT2	serine hydroxymethyltransferase 2	SHMT			
ENSG00000182224	CYB5D1	cytochrome b5 domain containing 1	FLJ32499			
ENSG00000182247	UBE2E2	ubiquitin conjugating enzyme E2 E2	FLJ25157; UbcH8			
ENSG00000182272	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4	FLJ25045; NGalNAc-T1			
ENSG00000182333	LIPF	lipase F, gastric type	HGL; HLAL			
ENSG00000182415	CDY2A	chromodomain Y-linked 2A	CDY2			
ENSG00000182511	FES	FES proto-oncogene, tyrosine kinase	FPS			
ENSG00000182541	LIMK2	LIM domain kinase 2				
ENSG00000182551	ADI1	acireductone dioxygenase 1	APL1; ARD; FLJ10913; HMFT1638; MTCBP-1; mtnD; SIPL			
ENSG00000182578	CSF1R	colony stimulating factor 1 receptor	C-FMS; CD115; CSFR; FMS			
ENSG00000182580	EPHB3	EPH receptor B3	ETK2; Hek2; Tyro6			
ENSG00000182591	KRTAP11-1	keratin associated protein 11-1	KAP11.1			
ENSG00000182601	HS3ST4	heparan sulfate-glucosamine 3-sulfotransferase 4	3OST4			
ENSG00000182621	PLCB1	phospholipase C beta 1	KIAA0581; PLC-I; PLC154			
ENSG00000182670	TTC3	tetratricopeptide repeat domain 3	DCRR1; RNF105; TPRD; TPRDI; TPRDII; TPRDIII			
ENSG00000182793	GSTA5	glutathione S-transferase alpha 5				
ENSG00000182858	ALG12	ALG12, alpha-1,6-mannosyltransferase	CDG1G; ECM39			
ENSG00000182866	LCK	LCK proto-oncogene, Src family tyrosine kinase				
ENSG00000182870	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9	GALNAC-T9			
ENSG00000182890	GLUD2	glutamate dehydrogenase 2	GLUDP1			
ENSG00000182902	SLC25A18	solute carrier family 25 member 18				
ENSG00000183010	PYCR1	pyrroline-5-carboxylate reductase 1	P5C			
ENSG00000183023	SLC8A1	solute carrier family 8 member A1	NCX1			
ENSG00000183032	SLC25A21	solute carrier family 25 member 21	ODC; ODC1			
ENSG00000183044	ABAT	4-aminobutyrate aminotransferase	GABAT			
ENSG00000183048	SLC25A10	solute carrier family 25 member 10	DIC			
ENSG00000183049	CAMK1D	calcium/calmodulin dependent protein kinase ID	CKLiK			
ENSG00000183077	AFMID	arylformamidase	DKFZp686F03259; KF			
ENSG00000183196	CHST6	carbohydrate sulfotransferase 6	MCDC1			
ENSG00000183305	MAGEA2B	MAGE family member A2B	MAGE2; MAGEA2; MAGEA2b; MGC16973			
ENSG00000183317	EPHA10	EPH receptor A10	FLJ16103; FLJ33655			
ENSG00000183421	RIPK4	receptor interacting serine/threonine kinase 4	ANKK2; ANKRD3; DIK; PKK; RIP4			
ENSG00000183479	TREX2	three prime repair exonuclease 2				
ENSG00000183549	ACSM5	acyl-CoA synthetase medium chain family member 5	FLJ20581			
ENSG00000183648	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	CI-MNLL; MNLL			
ENSG00000183654	MARCH11	membrane associated ring-CH-type finger 11	MARCH-XI; RNF226			
ENSG00000183665	TRMT12	tRNA methyltransferase 12 homolog	FLJ20772; Trm12; TYW2			
ENSG00000183696	UPP1	uridine phosphorylase 1	UDRPASE; UP; UPASE; UPP			
ENSG00000183735	TBK1	TANK binding kinase 1	NAK			
ENSG00000183747	ACSM2A	acyl-CoA synthetase medium chain family member 2A	A-923A4.1; ACSM2; MGC150530			
ENSG00000183760	ACP7	acid phosphatase 7, tartrate resistant (putative)	FLJ16165; PAPL; PAPL1			
ENSG00000183765	CHEK2	checkpoint kinase 2	bA444G7; CDS1; CHK2; HuCds1; PP1425; RAD53			
ENSG00000183778	B3GALT5	beta-1,3-galactosyltransferase 5	B3GalT-V; B3T5; beta3Gal-T5; GLCT5			
ENSG00000183828	NUDT14	nudix hydrolase 14	UGPP			
ENSG00000183921	SDR42E2	short chain dehydrogenase/reductase family 42E, member 2				
ENSG00000183943	PRKX	protein kinase X-linked	PKX1			
ENSG00000183955	KMT5A	lysine methyltransferase 5A	PR-Set7; SET07; SET8; SETD8			
ENSG00000184005	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	SIAT7C			
ENSG00000184007	PTP4A2	protein tyrosine phosphatase type IVA, member 2	HU-PP-1; OV-1; PRL-2; PRL2; ptp-IV1a; PTP4A; PTPCAAX2			
ENSG00000184076	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	HSPC051; QCR9; UCCR7.2; UCRC			
ENSG00000184154	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing	CFAP111; COMT2; DFNB63; LRRC51			
ENSG00000184182	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	NCE2			
ENSG00000184203	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2	IPP2; PPP1R2A			
ENSG00000184207	PGP	phosphoglycolate phosphatase				
ENSG00000184210	DGAT2L6	diacylglycerol O-acyltransferase 2 like 6	DC3; FLJ25989			
ENSG00000184216	IRAK1	interleukin 1 receptor associated kinase 1	IRAK; pelle			
ENSG00000184227	ACOT1	acyl-CoA thioesterase 1	ACH2; CTE-1; LACH2			
ENSG00000184254	ALDH1A3	aldehyde dehydrogenase 1 family member A3	ALDH6; RALDH3			
ENSG00000184304	PRKD1	protein kinase D1	PKC-mu; PKCM; PKD; PRKCM			
ENSG00000184307	ZDHHC23	zinc finger DHHC-type containing 23	MGC42530			
ENSG00000184343	SRPK3	SRSF protein kinase 3	MSSK1; STK23			
ENSG00000184381	PLA2G6	phospholipase A2 group VI	iPLA2; iPLA2beta; NBIA2; PARK14; PNPLA9			
ENSG00000184432	COPB2	coatomer protein complex subunit beta 2	beta'-COP; betaprime-COP			
ENSG00000184470	TXNRD2	thioredoxin reductase 2	TR; TR3; TRXR2			
ENSG00000184489	PTP4A3	protein tyrosine phosphatase type IVA, member 3	PRL-3; PRL-R; PRL3			
ENSG00000184545	DUSP8	dual specificity phosphatase 8	C11orf81; FLJ42958; HB5; HVH-5			
ENSG00000184588	PDE4B	phosphodiesterase 4B	DPDE4			
ENSG00000184752	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	B17.2; DAP13			
ENSG00000184787	UBE2G2	ubiquitin conjugating enzyme E2 G2	UBC7			
ENSG00000184788	SATL1	spermidine/spermine N1-acetyl transferase like 1				
ENSG00000184860	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	HSPC105			
ENSG00000184979	USP18	ubiquitin specific peptidase 18				
ENSG00000184983	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	B14; CI-B14; LYRM6; NADHB14			
ENSG00000184999	SLC22A10	solute carrier family 22 member 10	hOAT5; OAT5			
ENSG00000185000	DGAT1	diacylglycerol O-acyltransferase 1	ARGP1; DGAT			
ENSG00000185013	NT5C1B	5'-nucleotidase, cytosolic IB	AIRP; CN-IB			
ENSG00000185015	CA13	carbonic anhydrase 13	CAXIII; FLJ37995; MGC59868			
ENSG00000185052	SLC24A3	solute carrier family 24 member 3				
ENSG00000185100	ADSSL1	adenylosuccinate synthase like 1	FLJ38602			
ENSG00000185133	INPP5J	inositol polyphosphate-5-phosphatase J	INPP5; PIB5PA; PIPP			
ENSG00000185238	PRMT3	protein arginine methyltransferase 3	HRMT1L3			
ENSG00000185250	PPIL6	peptidylprolyl isomerase like 6	bA425D10.6; dJ919F19.1; MGC41939; RSPH12			
ENSG00000185274	GALNT17	polypeptide N-acetylgalactosaminyltransferase 17	GalNAc-T17; GalNAc-T19; GalNAc-T5L; GALNTL3; ppGalNAc-T17; WBSCR17			
ENSG00000185324	CDK10	cyclin dependent kinase 10	PISSLRE			
ENSG00000185344	ATP6V0A2	ATPase H+ transporting V0 subunit a2	a2; ATP6a2; ATP6N1D; J6B7; Stv1; TJ6; TJ6M; TJ6s; Vph1			
ENSG00000185345	PRKN	parkin RBR E3 ubiquitin protein ligase	AR-JP; PARK2; parkin; PDJ			
ENSG00000185352	HS6ST3	heparan sulfate 6-O-sulfotransferase 3				
ENSG00000185386	MAPK11	mitogen-activated protein kinase 11	p38-2; p38Beta; PRKM11; SAPK2			
ENSG00000185420	SMYD3	SET and MYND domain containing 3	KMT3E; ZMYND1; ZNFN3A1			
ENSG00000185432	METTL7A	methyltransferase like 7A	DKFZP586A0522			
ENSG00000185483	ROR1	receptor tyrosine kinase like orphan receptor 1	NTRKR1			
ENSG00000185527	PDE6G	phosphodiesterase 6G	PDEG; RP57			
ENSG00000185532	PRKG1	protein kinase cGMP-dependent 1	PGK; PKG; PKG1; PRKG1B; PRKGR1B			
ENSG00000185615	PDIA2	protein disulfide isomerase family A member 2	PDA2; PDI; PDIP; PDIR			
ENSG00000185624	P4HB	prolyl 4-hydroxylase subunit beta	DSI; ERBA2L; GIT; P4Hbeta; PDI; PDIA1; PO4DB; PO4HB; PROHB			
ENSG00000185633	NDUFA4L2	NDUFA4, mitochondrial complex associated like 2	FLJ26118; NUOMS			
ENSG00000185651	UBE2L3	ubiquitin conjugating enzyme E2 L3	UBCH7			
ENSG00000185803	SLC52A2	solute carrier family 52 member 2	D15Ertd747e; FLJ11856; GPCR41; GPR172A; hRFT3; PAR1; RFVT2			
ENSG00000185808	PIGP	phosphatidylinositol glycan anchor biosynthesis class P	DCRC; DSCR5; DSRC			
ENSG00000185813	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	ET			
ENSG00000185818	NAT8L	N-acetyltransferase 8 like	FLJ37478; Hcml3			
ENSG00000185825	BCAP31	B cell receptor associated protein 31	6C6-Ag; BAP31; CDM; DXS1357E			
ENSG00000185875	THNSL1	threonine synthase like 1	FLJ22002; TSH1			
ENSG00000185883	ATP6V0C	ATPase H+ transporting V0 subunit c	ATP6C; ATP6L; ATPL; VATL; Vma3			
ENSG00000185973	TMLHE	trimethyllysine hydroxylase, epsilon	BBOX2; FLJ10727; TMLH; XAP130			
ENSG00000185974	GRK1	G protein-coupled receptor kinase 1	GPRK1; RHOK; RK			
ENSG00000186009	ATP4B	ATPase H+/K+ transporting subunit beta	ATP6B			
ENSG00000186010	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	B16.6; CDA016; CGI-39; GRIM-19; GRIM19			
ENSG00000186104	CYP2R1	cytochrome P450 family 2 subfamily R member 1				
ENSG00000186111	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	KIAA0589; LCCS3; PIP5Kgamma			
ENSG00000186115	CYP4F2	cytochrome P450 family 4 subfamily F member 2				
ENSG00000186141	POLR3C	RNA polymerase III subunit C	RPC3; RPC62			
ENSG00000186153	WWOX	WW domain containing oxidoreductase	FOR; SDR41C1; WOX1			
ENSG00000186160	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1	CYP4A20			
ENSG00000186184	POLR1D	RNA polymerase I and III subunit D	MGC9850; RPA16; RPA9; RPAC2; RPO1-3			
ENSG00000186187	ZNRF1	zinc and ring finger 1	DKFZp434E229; FLJ14846; nin283			
ENSG00000186198	SLC51B	solute carrier family 51 beta subunit	OSTbeta			
ENSG00000186204	CYP4F12	cytochrome P450 family 4 subfamily F member 12				
ENSG00000186281	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial	CT123			
ENSG00000186298	PPP1CC	protein phosphatase 1 catalytic subunit gamma	PP1C; PP1gamma			
ENSG00000186334	SLC36A3	solute carrier family 36 member 3	PAT3; TRAMD2; tramdorin2			
ENSG00000186335	SLC36A2	solute carrier family 36 member 2	PAT2; TRAMD1; tramdorin			
ENSG00000186350	RXRA	retinoid X receptor alpha	NR2B1			
ENSG00000186377	CYP4X1	cytochrome P450 family 4 subfamily X member 1	MGC40051			
ENSG00000186526	CYP4F8	cytochrome P450 family 4 subfamily F member 8				
ENSG00000186529	CYP4F3	cytochrome P450 family 4 subfamily F member 3	CYP4F; LTB4H			
ENSG00000186591	UBE2H	ubiquitin conjugating enzyme E2 H	GID3; UBC8; UBCH			
ENSG00000186642	PDE2A	phosphodiesterase 2A				
ENSG00000186666	BCDIN3D	BCDIN3 domain containing RNA methyltransferase				
ENSG00000186716	BCR	BCR, RhoGEF and GTPase activating protein	ALL; BCR1; CML; D22S11; D22S662; PHL			
ENSG00000186792	HYAL3	hyaluronidase 3	LUCA-3; LUCA14; Minna14			
ENSG00000186908	ZDHHC17	zinc finger DHHC-type containing 17	HIP14; HYPH; KIAA0946			
ENSG00000186951	PPARA	peroxisome proliferator activated receptor alpha	hPPAR; NR1C1; PPAR			
ENSG00000187021	PNLIPRP1	pancreatic lipase related protein 1	PLRP1			
ENSG00000187024	PTRH1	peptidyl-tRNA hydrolase 1 homolog	C9orf115; PTH1			
ENSG00000187048	CYP4A11	cytochrome P450 family 4 subfamily A member 11	CYP4A2; CYP4AII			
ENSG00000187091	PLCD1	phospholipase C delta 1				
ENSG00000187097	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	CD39L4; NTPDase-5; PCPH			
ENSG00000187134	AKR1C1	aldo-keto reductase family 1 member C1	DD1; DDH; DDH1; HAKRC; MBAB			
ENSG00000187210	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2	C2GNT; NACGT2; NAGCT2			
ENSG00000187486	KCNJ11	potassium voltage-gated channel subfamily J member 11	BIR; Kir6.2			
ENSG00000187531	SIRT7	sirtuin 7				
ENSG00000187555	USP7	ubiquitin specific peptidase 7	HAUSP			
ENSG00000187566	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1	bA204B7.2; EPM2B			
ENSG00000187581	COX8C	cytochrome c oxidase subunit 8C	COX8-3			
ENSG00000187630	DHRS4L2	dehydrogenase/reductase 4 like 2	SDR25C3			
ENSG00000187676	B3GLCT	beta 3-glucosyltransferase	B3GALTL; B3Glc-T; B3GTL			
ENSG00000187714	SLC18A3	solute carrier family 18 member A3	VACHT			
ENSG00000187733	AMY1C	amylase, alpha 1C (salivary)	AMY1			
ENSG00000187758	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ADH1			
ENSG00000187980	PLA2G2C	phospholipase A2 group IIC				
ENSG00000188050	RNF133	ring finger protein 133				
ENSG00000188089	PLA2G4E	phospholipase A2 group IVE	FLJ45651			
ENSG00000188130	MAPK12	mitogen-activated protein kinase 12	ERK6; p38gamma; PRKM12; SAPK-3; SAPK3			
ENSG00000188167	TMPPE	transmembrane protein with metallophosphoesterase domain	FLJ45032			
ENSG00000188191	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta				
ENSG00000188257	PLA2G2A	phospholipase A2 group IIA	PLA2B; PLA2L			
ENSG00000188266	HYKK	hydroxylysine kinase	AGPHD1; LOC123688			
ENSG00000188322	SBK1	SH3 domain binding kinase 1	Sbk			
ENSG00000188338	SLC38A3	solute carrier family 38 member 3	G17; SN1			
ENSG00000188386	PPP3R2	protein phosphatase 3 regulatory subunit B, beta	PPP3RL			
ENSG00000188467	SLC24A5	solute carrier family 24 member 5	JSX; OCA6			
ENSG00000188542	DUSP28	dual specificity phosphatase 28	DUSP26; VHP			
ENSG00000188573	FBLL1	fibrillarin like 1	LOC345630			
ENSG00000188611	ASAH2	N-acylsphingosine amidohydrolase 2				
ENSG00000188641	DPYD	dihydropyrimidine dehydrogenase	DPD			
ENSG00000188676	IDO2	indoleamine 2,3-dioxygenase 2	INDOL1			
ENSG00000188687	SLC4A5	solute carrier family 4 member 5	NBC4			
ENSG00000188690	UROS	uroporphyrinogen III synthase				
ENSG00000188706	ZDHHC9	zinc finger DHHC-type containing 9	CGI-89; CXorf11; ZDHHC10; ZNF379; ZNF380			
ENSG00000188716	DUPD1	dual specificity phosphatase and pro isomerase domain containing 1	DUSP27			
ENSG00000188784	PLA2G2E	phospholipase A2 group IIE				
ENSG00000188818	ZDHHC11	zinc finger DHHC-type containing 11	FLJ13153; ZNF399			
ENSG00000188833	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	NTPDase-8; UNQ2492			
ENSG00000188906	LRRK2	leucine rich repeat kinase 2	DKFZp434H2111; FLJ45829; PARK8; RIPK7; ROCO2			
ENSG00000188921	HACD4	3-hydroxyacyl-CoA dehydratase 4	Em:AL662879.1; OTTHUMG00000021016; PTPLAD2			
ENSG00000189037	DUSP21	dual specificity phosphatase 21				
ENSG00000189043	NDUFA4	NDUFA4, mitochondrial complex associated	CI-9k; MLRQ			
ENSG00000189221	MAOA	monoamine oxidase A				
ENSG00000189283	FHIT	fragile histidine triad	AP3Aase; FRA3B			
ENSG00000189366	ALG1L	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like	ALG1L1			
ENSG00000196090	PTPRT	protein tyrosine phosphatase, receptor type T	KIAA0283; RPTPrho			
ENSG00000196136	SERPINA3	serpin family A member 3	AACT; ACT			
ENSG00000196139	AKR1C3	aldo-keto reductase family 1 member C3	DDX; HAKRB; HSD17B5; KIAA0119; PGFS			
ENSG00000196177	ACADSB	acyl-CoA dehydrogenase short/branched chain	ACAD7; SBCAD			
ENSG00000196188	CTSE	cathepsin E				
ENSG00000196262	PPIA	peptidylprolyl isomerase A	CYPA			
ENSG00000196296	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1	ATP2A; SERCA1			
ENSG00000196305	IARS	isoleucyl-tRNA synthetase	IARS1; ILRS			
ENSG00000196335	STK31	serine/threonine kinase 31	SgK396; TDRD8			
ENSG00000196344	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ADH-4			
ENSG00000196368	NUDT11	nudix hydrolase 11	DIPP3b; FLJ10628; hDIPP3beta			
ENSG00000196371	FUT4	fucosyltransferase 4	CD15; ELFT; FCT3A; FUC-TIV			
ENSG00000196396	PTPN1	protein tyrosine phosphatase, non-receptor type 1	PTP1B			
ENSG00000196411	EPHB4	EPH receptor B4	HTK; Tyro11			
ENSG00000196433	ASMT	acetylserotonin O-methyltransferase	ASMTY; HIOMT; HIOMTY			
ENSG00000196455	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4	p150; VPS15			
ENSG00000196470	SIAH1	siah E3 ubiquitin protein ligase 1	hSIAH1			
ENSG00000196475	GK2	glycerol kinase 2	GKP2; GKTA			
ENSG00000196498	NCOR2	nuclear receptor corepressor 2	CTG26; SMRT; SMRTE; TNRC14; TRAC-1			
ENSG00000196502	SULT1A1	sulfotransferase family 1A member 1	P-PST; STP; STP1			
ENSG00000196511	TPK1	thiamin pyrophosphokinase 1	HTPK1; PP20			
ENSG00000196517	SLC6A9	solute carrier family 6 member 9	GLYT1			
ENSG00000196547	MAN2A2	mannosidase alpha class 2A member 2	HsT19662; MANA2X			
ENSG00000196616	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ADH2			
ENSG00000196620	UGT2B15	UDP glucuronosyltransferase family 2 member B15	UGT2B8			
ENSG00000196632	WNK3	WNK lysine deficient protein kinase 3	PRKWNK3			
ENSG00000196730	DAPK1	death associated protein kinase 1	DAPK; ROCO3			
ENSG00000196743	GM2A	GM2 ganglioside activator	SAP-3			
ENSG00000196839	ADA	adenosine deaminase				
ENSG00000196950	SLC39A10	solute carrier family 39 member 10	DKFZp564L2123; FLJ90515; KIAA1265			
ENSG00000196968	FUT11	fucosyltransferase 11	MGC33202			
ENSG00000197093	GAL3ST4	galactose-3-O-sulfotransferase 4	FLJ12116			
ENSG00000197119	SLC25A29	solute carrier family 25 member 29	C14orf69; FLJ38975			
ENSG00000197121	PGAP1	post-GPI attachment to proteins 1	Bst1; FLJ12377; SPG67			
ENSG00000197122	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	ASV; c-src; SRC1			
ENSG00000197142	ACSL5	acyl-CoA synthetase long chain family member 5	ACS2; ACS5; FACL5			
ENSG00000197165	SULT1A2	sulfotransferase family 1A member 2	HAST4; STP2			
ENSG00000197168	NEK5	NIMA related kinase 5				
ENSG00000197208	SLC22A4	solute carrier family 22 member 4	DFNB60; MGC34546; OCTN1			
ENSG00000197217	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	KIAA0392; LALP70; LAP70; LYSAL1; NTPDase-4; UDPase			
ENSG00000197241	SLC2A7	solute carrier family 2 member 7	GLUT7			
ENSG00000197249	SERPINA1	serpin family A member 1	A1A; A1AT; AAT; alpha-1-antitrypsin; alpha1AT; PI; PI1			
ENSG00000197253	TPSB2	tryptase beta 2 (gene/pseudogene)				
ENSG00000197296	FITM2	fat storage inducing transmembrane protein 2	C20orf142; dJ881L22.2; FIT2			
ENSG00000197323	TRIM33	tripartite motif containing 33	FLJ11429; KIAA1113; PTC7; RFG7; TF1G; TIF1G; TIF1GAMMA; TIFGAMMA			
ENSG00000197355	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1				
ENSG00000197375	SLC22A5	solute carrier family 22 member 5	CDSP; OCTN2; SCD			
ENSG00000197406	DIO3	iodothyronine deiodinase 3	TXDI3			
ENSG00000197408	CYP2B6	cytochrome P450 family 2 subfamily B member 6	CPB6; CYP2B; CYPIIB6			
ENSG00000197416	FABP12	fatty acid binding protein 12				
ENSG00000197417	SHPK	sedoheptulokinase	CARKL; SHK			
ENSG00000197442	MAP3K5	mitogen-activated protein kinase kinase kinase 5	ASK1; MAPKKK5; MEKK5			
ENSG00000197444	OGDHL	oxoglutarate dehydrogenase like	FLJ10851			
ENSG00000197446	CYP2F1	cytochrome P450 family 2 subfamily F member 1	CYP2F			
ENSG00000197448	GSTK1	glutathione S-transferase kappa 1	GST13			
ENSG00000197496	SLC2A10	solute carrier family 2 member 10	GLUT10			
ENSG00000197506	SLC28A3	solute carrier family 28 member 3	CNT3			
ENSG00000197530	MIB2	mindbomb E3 ubiquitin protein ligase 2	FLJ39787; skeletrophin; ZZANK1; ZZZ5			
ENSG00000197563	PIGN	phosphatidylinositol glycan anchor biosynthesis class N	MDC4; PIG-N			
ENSG00000197579	TOPORS	TOP1 binding arginine/serine rich protein	LUN; RP31; TP53BPL			
ENSG00000197580	BCO2	beta-carotene oxygenase 2	B-DIOX-II; BCDO2; FLJ34464			
ENSG00000197586	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	CD39L2; dJ738P15.3; IL6ST2; NTPDase-6			
ENSG00000197594	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	M6S1; NPPS; PC-1; PCA1; PDNP1			
ENSG00000197601	FAR1	fatty acyl-CoA reductase 1	FLJ22728; MLSTD2; SDR10E1			
ENSG00000197713	RPE	ribulose-5-phosphate-3-epimerase				
ENSG00000197746	PSAP	prosaposin	GLBA; SAP1			
ENSG00000197763	TXNRD3	thioredoxin reductase 3	TGR; TR2; TRXR3			
ENSG00000197818	SLC9A8	solute carrier family 9 member A8	KIAA0939; NHE8			
ENSG00000197838	CYP2A13	cytochrome P450 family 2 subfamily A member 13	CPAD; CYP2A			
ENSG00000197858	GPAA1	glycosylphosphatidylinositol anchor attachment 1	GAA1; hGAA1			
ENSG00000197888	UGT2B17	UDP glucuronosyltransferase family 2 member B17				
ENSG00000197891	SLC22A12	solute carrier family 22 member 12	OAT4L; RST; URAT1			
ENSG00000197894	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	ADH-3; ADHX; FDH; GSNOR			
ENSG00000197901	SLC22A6	solute carrier family 22 member 6	OAT1; PAHT; ROAT1			
ENSG00000197943	PLCG2	phospholipase C gamma 2				
ENSG00000197959	DNM3	dynamin 3	KIAA0820			
ENSG00000197977	ELOVL2	ELOVL fatty acid elongase 2	Ssc2			
ENSG00000198001	IRAK4	interleukin 1 receptor associated kinase 4	NY-REN-64			
ENSG00000198060	MARCH5	membrane associated ring-CH-type finger 5	FLJ20445; MARCH-V; MITOL; RNF153			
ENSG00000198074	AKR1B10	aldo-keto reductase family 1 member B10	AKR1B11; AKR1B12; ALDRLn; ARL-1; ARL1; HIS; HSI			
ENSG00000198075	SULT1C4	sulfotransferase family 1C member 4	SULT1C; SULT1C2			
ENSG00000198077	CYP2A7	cytochrome P450 family 2 subfamily A member 7	CYP2A			
ENSG00000198088	NUP62CL	nucleoporin 62 C-terminal like	FLJ20130			
ENSG00000198099	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	ADH-2			
